uid,source,SQN,text,origin,entity,entity_type,probability_entity_is_related_to_text,links
4768985507,Charles E. Antol,56,"D Company was responsible for certain roads in our area. We were the only unit stationed at that base camp, so it was our duty to maintain those roads. Our team specialized in construction and engineering tasks, ensuring that vital supply routes remained operational and safe. The other companies were spread out across different base camps, attached to the 1st Brigade and 2nd Brigade. Each base camp had one of our teams, but we were the ones at Di An, focused on infrastructure support and road maintenance in a challenging environment.","D Company was responsible for certain roads in our area. We were the only company from the 168th Engineer Battalion stationed at that base camp, so it was our duty to maintain those roads. The other companies were spread out across different base camps, attached to the 1st Brigade and 2nd Brigade. Each base camp had one of our companies, but we were the ones at Di An.",168th engineer battalion,organizations,High,https://www.loc.gov/item/afc2001001.102351/
1253796005,Charles E. Antol,63,"To put it in perspective, this was all happening in 1967. I had arrived in the tropical region with its dense jungles and humid heat in January or early February, so I spent several months at a base surrounded by rice paddies and the sounds of distant gunfire before moving on to another location. Those early months were filled with hard work and the camaraderie of my fellow soldiers, navigating the challenges of the landscape and the complexities of the local culture, shaping my experience in a way I would carry with me long after the conflict.","To put it in perspective, this was all happening in 1967. I had arrived in Vietnam in January or early February, so I spent several months at Di An before moving on to Song Be. Those early months were filled with hard work and the camaraderie of my fellow soldiers, shaping my experience in a way I would carry with me long after the war.",vietnam,places,High,https://www.loc.gov/item/afc2001001.102351/
6127891273,Charles E. Antol,66,"To put it in perspective, this was all happening in 1967. I had arrived in Vietnam in January or early February, so I spent several months at Di An before moving on to Song Be. Those early months were filled with hard work, the sound of boots marching in unison, and the shared laughter over meals in makeshift camps. The camaraderie of my companions, who wore fatigues and carried their gear with determination, shaped my experience in a way I would carry with me long after the conflict.","To put it in perspective, this was all happening in 1967. I had arrived in Vietnam in January or early February, so I spent several months at Di An before moving on to Song Be. Those early months were filled with hard work and the camaraderie of my fellow soldiers, shaping my experience in a way I would carry with me long after the war.",soldiers,professions,High,https://www.loc.gov/item/afc2001001.102351/
4654480027,Charles E. Antol,67,"To put it in perspective, this was all happening during a tumultuous time marked by intense conflict and social upheaval in the late 1960s. I had arrived in Vietnam in January or early February, so I spent several months at Di An before moving on to Song Be. Those early months were filled with hard work and the camaraderie of my fellow soldiers, as we navigated the challenges of a war that was increasingly drawing attention back home, shaping my experience in a way I would carry with me long after the war.","To put it in perspective, this was all happening in 1967. I had arrived in Vietnam in January or early February, so I spent several months at Di An before moving on to Song Be. Those early months were filled with hard work and the camaraderie of my fellow soldiers, shaping my experience in a way I would carry with me long after the war.",1967,events,High,https://www.loc.gov/item/afc2001001.102351/
5404545986,Charles E. Antol,69,"During my time at the remote outpost, surrounded by lush landscapes and a rich tapestry of culture, I was involved in the day-to-day operations that I had described earlier. I stayed there until mid-December, returning to the base camp about a week or two before I came home. In total, I spent nearly a calendar year in that vibrant and challenging environment, where the sounds of bustling markets and the aroma of street food filled the air, which felt like a significant chapter of my life.","During my time at Song Be, I was involved in the day-to-day operations that I had described earlier. I stayed there until mid-December, returning to the base camp about a week or two before I came home. In total, I spent nearly a calendar year in Vietnam, which felt like a significant chapter of my life.",vietnam,places,High,https://www.loc.gov/item/afc2001001.102351/
689593058,Charles E. Antol,72,"The firebase we built at Song Be was essentially an artillery base. It housed B Battery of our unit, known for its precision and firepower in support of ground operations. Initially, we had four 175-millimeter self-propelled howitzers, renowned for their long-range capabilities and effectiveness in delivering heavy fire support. Later on, two of those were replaced with 8-inch howitzers, which were mounted on the same chassis, providing even greater destructive potential. These weren’t tanks; they were tracked vehicles equipped with powerful cannons, designed to withstand the rigors of combat while delivering devastating artillery strikes.","The firebase we built at Song Be was essentially an artillery base. It housed B Battery of the 6th of the 27th Artillery, and initially, we had four 175-millimeter self-propelled howitzers. Later on, they switched out two of those for 8-inch howitzers, which were mounted on the same chassis. These weren’t tanks; they were tracked vehicles equipped with powerful cannons. ",6th of the 27th artillery,organizations,High,https://www.loc.gov/item/afc2001001.102351/
2181113250,Charles E. Antol,73,"The firebase we established at Song Be functioned much like an artillery base. It was home to B Battery of the 6th of the 27th Artillery, and initially, we had four powerful self-propelled artillery pieces known for their long-range capabilities and impressive firepower. These vehicles featured a rotating turret that allowed for quick adjustments in aim and were capable of firing large projectiles with precision over great distances. Later, two of those were replaced with larger-caliber guns, which were mounted on the same chassis. These weren’t tanks; they were tracked vehicles equipped with formidable cannons designed to deliver devastating fire support.","The firebase we built at Song Be was essentially an artillery base. It housed B Battery of the 6th of the 27th Artillery, and initially, we had four 175-millimeter self-propelled howitzers. Later on, they switched out two of those for 8-inch howitzers, which were mounted on the same chassis. These weren’t tanks; they were tracked vehicles equipped with powerful cannons. ",175-millimeter self-propelled howitzers,professions,High,https://www.loc.gov/item/afc2001001.102351/
1582140325,Charles E. Antol,76,"Yes, we built the firebase at Song Be from the ground up. We constructed the gun pads, ammunition bunkers, and personnel bunkers. By the time we finished, it was a well-fortified base, ready to support our operations. Our equipment mainly consisted of heavy machinery for earthmoving, characterized by their powerful blades for pushing large quantities of soil and debris, along with front loaders, trucks, and dump trucks.","Yes, we built the firebase at Song Be from the ground up. We constructed the gun pads, ammunition bunkers, and personnel bunkers. By the time we finished, it was a well-fortified base, ready to support our operations. Our equipment mainly consisted of bulldozers, front loaders, trucks, and dump trucks. ",bulldozers,professions,High,https://www.loc.gov/item/afc2001001.102351/
207088222,Charles E. Antol,77,"Yes, we built the firebase at Song Be from the ground up. We constructed the gun pads, ammunition bunkers, and personnel bunkers. By the time we finished, it was a well-fortified base, ready to support our operations. Our equipment mainly consisted of bulldozers, trucks, and powerful machines equipped with a wide bucket at the front, perfect for lifting and moving large quantities of earth and materials.","Yes, we built the firebase at Song Be from the ground up. We constructed the gun pads, ammunition bunkers, and personnel bunkers. By the time we finished, it was a well-fortified base, ready to support our operations. Our equipment mainly consisted of bulldozers, front loaders, trucks, and dump trucks. ",front loaders,professions,High,https://www.loc.gov/item/afc2001001.102351/
5298484221,Charles E. Antol,78,"Yes, we built the firebase at Song Be from the ground up. We constructed the gun pads, ammunition bunkers, and personnel bunkers. By the time we finished, it was a well-fortified base, ready to support our operations. Our equipment mainly consisted of bulldozers, front loaders, and sturdy vehicles with large cargo beds, capable of carrying heavy loads and navigating rough terrain to transport materials and supplies.","Yes, we built the firebase at Song Be from the ground up. We constructed the gun pads, ammunition bunkers, and personnel bunkers. By the time we finished, it was a well-fortified base, ready to support our operations. Our equipment mainly consisted of bulldozers, front loaders, trucks, and dump trucks. ",trucks,professions,High,https://www.loc.gov/item/afc2001001.102351/
2212255817,Charles E. Antol,79,"Yes, we built the firebase at Song Be from the ground up. We constructed the gun pads, ammunition bunkers, and personnel bunkers. By the time we finished, it was a well-fortified base, ready to support our operations. Our equipment mainly consisted of bulldozers, front loaders, trucks, and large vehicles with open beds designed for transporting heavy loads of earth and debris, capable of unloading their cargo with a simple tilt of the bed.","Yes, we built the firebase at Song Be from the ground up. We constructed the gun pads, ammunition bunkers, and personnel bunkers. By the time we finished, it was a well-fortified base, ready to support our operations. Our equipment mainly consisted of bulldozers, front loaders, trucks, and dump trucks. ",dump trucks,professions,High,https://www.loc.gov/item/afc2001001.102351/
2178918754,Charles E. Antol,81,"While most of D Company returned to the base camp, a dedicated team of about 30 soldiers, known for their camaraderie and shared purpose, stayed behind to complete the construction. We weren’t entirely on our own, though; we had personnel attached to our company from different units, including heavy equipment companies. The bulldozers and other machinery we used weren’t technically ours; they came from various construction battalions that supported our efforts. Each member of our group brought unique skills and experiences, working together seamlessly to tackle the challenges ahead.","While most of D Company returned to the base camp, my platoon of about 30 people stayed behind to complete the construction. We weren’t entirely on our own, though; we had personnel attached to our company from different units, including heavy equipment companies. The bulldozers and other machinery we used weren’t technically ours; they came from various construction battalions that supported our efforts.",platoon,professions,High,https://www.loc.gov/item/afc2001001.102351/
3040908950,Charles E. Antol,83,"While most of D Company returned to the base camp, my platoon of about 30 people stayed behind to complete the construction. We weren’t entirely on our own, though; we had personnel attached to our company from different units, including heavy equipment companies. The powerful machines with wide, flat blades that pushed earth and debris weren’t technically ours; they came from various construction battalions that supported our efforts.","While most of D Company returned to the base camp, my platoon of about 30 people stayed behind to complete the construction. We weren’t entirely on our own, though; we had personnel attached to our company from different units, including heavy equipment companies. The bulldozers and other machinery we used weren’t technically ours; they came from various construction battalions that supported our efforts.",bulldozers,professions,High,https://www.loc.gov/item/afc2001001.102351/
9377960219,Charles E. Antol,84,"While most of D Company returned to the base camp, my platoon of about 30 people stayed behind to finish the work. We weren’t entirely on our own, though; we had personnel attached to our company from different units, including those skilled in operating heavy machinery and experienced in large-scale projects. The bulldozers and other equipment we used weren’t technically ours; they were provided by specialized teams known for their expertise in building and maintaining infrastructure, ensuring that our efforts were efficient and effective.","While most of D Company returned to the base camp, my platoon of about 30 people stayed behind to complete the construction. We weren’t entirely on our own, though; we had personnel attached to our company from different units, including heavy equipment companies. The bulldozers and other machinery we used weren’t technically ours; they came from various construction battalions that supported our efforts.",construction battalions,organizations,High,https://www.loc.gov/item/afc2001001.102351/
735328140,Charles E. Antol,89,"During the time we were building the firebase, there were rugged individuals in combat gear who would come and go. They often wore camouflage uniforms, heavy boots, and carried an array of weapons and gear. They would stand down for about a week before returning to the field or back to their base camp. We had units from the 1st Division and the 25th Division in the area, along with two Vietnamese ranger battalions that were sometimes stationed across the runway from us. These seasoned fighters, accustomed to the rigors of the jungle and the sounds of distant gunfire, would share stories of their experiences. However, for much of the time, it was just us at the firebase, with the artillery battery consisting of about a hundred people and our platoon of around 30.","During the time we were building the firebase, there were infantry soldiers who would come and go. They would often stand down for about a week and then return to the field or back to their base camp. We had units from the 1st Division and the 25th Division in the area, along with two Vietnamese ranger battalions that were sometimes stationed across the runway from us. However, for much of the time, it was just us at the firebase, with the artillery battery consisting of about a hundred people and our platoon of around 30.",infantry soldiers,people,High,https://www.loc.gov/item/afc2001001.102351/
1126584704,Charles E. Antol,93,"During the time we were constructing our outpost, infantry soldiers would come and go. They often stood down for about a week before returning to the field or heading back to their base camp. We had units from the 1st Division and the 25th Division in the area, along with two Vietnamese ranger battalions sometimes stationed across the runway from us. The area was surrounded by sandbags and barbed wire, with watchtowers providing a vantage point for security. However, for much of the time, it was just us at the location, with the artillery battery consisting of about a hundred people and our platoon of around 30, all working to maintain our defenses and support operations in the field.","During the time we were building the firebase, there were infantry soldiers who would come and go. They would often stand down for about a week and then return to the field or back to their base camp. We had units from the 1st Division and the 25th Division in the area, along with two Vietnamese ranger battalions that were sometimes stationed across the runway from us. However, for much of the time, it was just us at the firebase, with the artillery battery consisting of about a hundred people and our platoon of around 30.",firebase,places,High,https://www.loc.gov/item/afc2001001.102351/
753097601,Charles E. Antol,94,"During the time we were building the firebase, infantry soldiers would come and go. They often stood down for about a week before returning to the field or back to their base camp. We had units from the 1st Division and the 25th Division in the area, along with two Vietnamese ranger battalions sometimes stationed across the runway from us. For much of the time, it was just us at the firebase, with a group of about a hundred personnel operating large-caliber weapons that could deliver powerful rounds over long distances, and our platoon of around 30. The sound of shells being loaded and the rumble of distant explosions were a constant reminder of our mission to provide support and firepower when needed.","During the time we were building the firebase, there were infantry soldiers who would come and go. They would often stand down for about a week and then return to the field or back to their base camp. We had units from the 1st Division and the 25th Division in the area, along with two Vietnamese ranger battalions that were sometimes stationed across the runway from us. However, for much of the time, it was just us at the firebase, with the artillery battery consisting of about a hundred people and our platoon of around 30.",artillery battery,organizations,High,https://www.loc.gov/item/afc2001001.102351/
1843965085,Charles E. Antol,99,"The firebase itself was relatively small, probably about the size of a city block long and half a city block wide. It was a tight space, but it was our home. When the mortars started falling, they would rain in from different directions, often from the woods. There was a cemetery nearby that seemed to be a favored spot for launching attacks at night, where shadowy figures would emerge, moving with a practiced stealth. To counter this, we would send out ambush patrols three or four times a week, but the tactics we faced felt quite uncoordinated to me, as if they were relying on sheer numbers and surprise rather than strategy. Their sporadic bursts of fire and the eerie silence that followed left us on edge, always anticipating the next unpredictable strike.","The firebase itself was relatively small, probably about the size of a city block long and half a city block wide. It was a tight space, but it was our home. When the mortars started falling, they would rain in from different directions, often from the woods. There was a cemetery nearby that seemed to be a favored spot for the enemy to launch their attacks at night. To counter this, we would send out ambush patrols three or four times a week, but the enemy’s actions felt quite uncoordinated to me.",enemy,people,High,https://www.loc.gov/item/afc2001001.102351/
7963169242,Charles E. Antol,100,"When the mortar attacks began, the idea was to run to the nearest covered spot, ideally one of the bunkers we had built. Some of the holes were covered, and some weren’t, but it was definitely better to be in a covered one. We had constructed underground bunkers for the artillery battery, but until November 11th, we were still sleeping in tents. That night, a familiar face, always quick with a joke and a reassuring smile, was killed when a mortar landed in one of our tents, wounding several others. His laughter had a way of easing the tension, and his absence was a tragic reminder of the dangers we faced. After that, we were finally moved into the bunkers we had built for the artillery.","When the mortar attacks began, the idea was to run to the nearest covered spot, ideally one of the bunkers we had built. Some of the holes were covered, and some weren’t, but it was definitely better to be in a covered one. We had constructed underground bunkers for the artillery battery, but until November 11th, we were still sleeping in tents. That night, a friend of mine was killed when a mortar landed in one of our tents, wounding several others. It was a tragic reminder of the dangers we faced, and after that, we were finally moved into the bunkers we had built for the artillery.",friend,people,High,https://www.loc.gov/item/afc2001001.102351/
2029994968,Charles E. Antol,102,"The area immediately beyond the low earthen mound was cleared, extending about a quarter of a mile in most directions. This mound, with its gently sloping sides, provided a clear vantage point over the surrounding landscape. To the south, a tree line stretched even farther, while in other directions, particularly near the cemetery and a small town, it was less open. The cemetery was about 200 yards away, and from our position on the slight rise of the mound, we could see parts of it, as it was downhill from us.","The area immediately beyond the berm was cleared, extending about a quarter of a mile in most directions. To the south, there was a tree line that stretched even farther, while in other directions, particularly near the cemetery and a small town, it was less open. The cemetery was about 200 yards from the berm, and from our position on a slight rise, we could see parts of it, as it was downhill from us.",berm,places,High,https://www.loc.gov/item/afc2001001.102351/
6384328408,Charles E. Antol,103,"The area immediately beyond the berm was cleared, extending about a quarter of a mile in most directions. To the south, a dense thicket of tall, leafy trees rose high, their branches intertwining to form a natural barrier that stretched even farther, while in other directions, particularly near the cemetery and a small town, it was less open. The cemetery was about 200 yards from the berm, and from our position on a slight rise, we could see parts of it, as it was downhill from us.","The area immediately beyond the berm was cleared, extending about a quarter of a mile in most directions. To the south, there was a tree line that stretched even farther, while in other directions, particularly near the cemetery and a small town, it was less open. The cemetery was about 200 yards from the berm, and from our position on a slight rise, we could see parts of it, as it was downhill from us.",tree line,places,High,https://www.loc.gov/item/afc2001001.102351/
6242014196,Charles E. Antol,104,"The area immediately beyond the berm was cleared, extending about a quarter of a mile in most directions. To the south, a tree line stretched even farther, while in other directions, particularly near a small town, it was less open. A tranquil resting place, marked by weathered stones and neatly arranged plots, lay about 200 yards from the berm. From our position on a slight rise, we could see parts of it, as it was downhill from us, the gentle slope revealing the quiet rows of memorials, some adorned with flowers, that spoke of lives once lived.","The area immediately beyond the berm was cleared, extending about a quarter of a mile in most directions. To the south, there was a tree line that stretched even farther, while in other directions, particularly near the cemetery and a small town, it was less open. The cemetery was about 200 yards from the berm, and from our position on a slight rise, we could see parts of it, as it was downhill from us.",cemetery,places,High,https://www.loc.gov/item/afc2001001.102351/
9863043016,Charles E. Antol,105,"The area immediately beyond the berm was cleared, extending about a quarter of a mile in most directions. To the south, a tree line stretched even farther, while in other directions, particularly near the cemetery and a cluster of modest homes with picket fences and well-tended gardens, it was less open. The cemetery was about 200 yards from the berm, and from our position on a slight rise, we could see parts of it, as it was downhill from us.","The area immediately beyond the berm was cleared, extending about a quarter of a mile in most directions. To the south, there was a tree line that stretched even farther, while in other directions, particularly near the cemetery and a small town, it was less open. The cemetery was about 200 yards from the berm, and from our position on a slight rise, we could see parts of it, as it was downhill from us.",small town,places,High,https://www.loc.gov/item/afc2001001.102351/
6190532817,Charles E. Antol,106,"While we could see the rows of weathered headstones and the solemn markers, the enemy typically operated at night, so we wouldn’t often catch sight of them. Occasionally, you might see a muzzle flash or a tube flash, but that was about it. As for returning fire, it was often not the case. Sometimes we would, but there was one instance when a division artillery battery of 105-millimeter howitzers set up across the way from us. When they started firing mortars at us, we returned fire with our 105s, and that was the last time they ever hit us from that hallowed ground. It was a tense moment, but it felt good to push back and regain some control over our situation.","While we could see the cemetery, the enemy typically operated at night, so we wouldn’t often catch sight of them. Occasionally, you might see a muzzle flash or a tube flash, but that was about it. As for returning fire, it was often not the case. Sometimes we would, but there was one instance when a division artillery battery of 105-millimeter howitzers set up across the runway from us. When they started firing mortars at us, we returned fire with our 105s, and that was the last time they ever hit us from the cemetery. It was a tense moment, but it felt good to push back and regain some control over our situation.",cemetery,places,High,https://www.loc.gov/item/afc2001001.102351/
8038607767,Charles E. Antol,107,"While we could see the cemetery, the enemy typically operated at night, so we wouldn’t often catch sight of them. Occasionally, you might see a muzzle flash or a tube flash, but that was about it. As for returning fire, it was often not the case. Sometimes we would, but there was one instance when a well-coordinated unit of heavy artillery, equipped with multiple 105-millimeter howitzers, set up across the runway from us. Their large, powerful guns were capable of delivering devastating firepower, and when they started firing mortars at us, we returned fire with our own 105s. That was the last time they ever hit us from the cemetery. It was a tense moment, but it felt good to push back and regain some control over our situation.","While we could see the cemetery, the enemy typically operated at night, so we wouldn’t often catch sight of them. Occasionally, you might see a muzzle flash or a tube flash, but that was about it. As for returning fire, it was often not the case. Sometimes we would, but there was one instance when a division artillery battery of 105-millimeter howitzers set up across the runway from us. When they started firing mortars at us, we returned fire with our 105s, and that was the last time they ever hit us from the cemetery. It was a tense moment, but it felt good to push back and regain some control over our situation.",division artillery battery,organizations,High,https://www.loc.gov/item/afc2001001.102351/
1927774192,Charles E. Antol,112,"Interestingly, the enemy was using our own equipment against us. The heavy, tube-like launchers they employed were either seized from the French during their occupation or were American-made 60-millimeter devices designed to fire explosive shells in a high arc. At one point, they even targeted us with American 57-millimeter recoilless weapons, which are known for their ability to fire projectiles without a significant backward force. I think they were attempting to stockpile ammunition in their bunkers, which resulted in significant damage at least once.","Interestingly, the enemy was firing our own equipment back at us. The mortars they used were either captured from the French during their occupation or were American-made 60-millimeter mortars. At one point, they even fired at us with American 57-millimeter recoilless rifles. I think they were trying to get ammunition into their bunkers, which caused significant damage at least once.",mortars,events,High,https://www.loc.gov/item/afc2001001.102351/
9046884844,Charles E. Antol,114,"Interestingly, the enemy was firing our own equipment back at us. The mortars they used were either captured from the French during their occupation or were American-made 60-millimeter mortars. At one point, they even fired at us with American 57-millimeter recoilless rifles. I think they were trying to stockpile ammunition in their fortified positions, which were likely reinforced with sandbags and earth, providing them with protection from our fire. This effort caused significant damage at least once.","Interestingly, the enemy was firing our own equipment back at us. The mortars they used were either captured from the French during their occupation or were American-made 60-millimeter mortars. At one point, they even fired at us with American 57-millimeter recoilless rifles. I think they were trying to get ammunition into their bunkers, which caused significant damage at least once.",bunkers,places,High,https://www.loc.gov/item/afc2001001.102351/
1773720521,Charles E. Antol,116,"In terms of training, we received both military and technical instruction. Our role meant we were essentially highly trained infantry, equipped to handle a variety of challenging environments. Basic training was just the beginning; we had additional military exercises that complemented our skills in constructing fortifications, clearing obstacles, and managing explosive devices. So, while our daily tasks were more focused on engineering projects, such as building bridges and repairing infrastructure, we were well-prepared for combat situations, ready to adapt and respond to threats on the battlefield.","In terms of training, we received both combat and engineering training. We were combat engineers, which meant we were essentially glorified infantrymen. Basic training was just the beginning; we had additional combat training that complemented our engineering skills. So, while our day-to-day tasks were more focused on engineering, we were well-prepared for combat situations as well.",combat engineers,professions,High,https://www.loc.gov/item/afc2001001.102351/
4000794924,Charles E. Antol,117,"In terms of training, we received both combat and engineering instruction. As combat engineers, we were equipped for a variety of roles on the battlefield, including maneuvering through challenging terrain and engaging in direct confrontations. Basic training was just the beginning; we underwent additional combat training that enhanced our engineering skills, teaching us tactics for close-quarters engagements and how to work effectively under fire. So, while our daily tasks were primarily focused on engineering, such as constructing fortifications and clearing obstacles, we were thoroughly prepared for combat situations, ready to adapt and respond to threats as they arose.","In terms of training, we received both combat and engineering training. We were combat engineers, which meant we were essentially glorified infantrymen. Basic training was just the beginning; we had additional combat training that complemented our engineering skills. So, while our day-to-day tasks were more focused on engineering, we were well-prepared for combat situations as well.",infantrymen,professions,High,https://www.loc.gov/item/afc2001001.102351/
3719371063,Charles E. Antol,118,"In terms of training, we received both combat and engineering instruction. As combat engineers, we were essentially glorified infantrymen. Our early days were filled with rigorous physical conditioning, discipline, and teamwork exercises that instilled a strong sense of camaraderie. We learned essential skills like marksmanship, navigation, and survival tactics, which laid the groundwork for what came next. Following that foundational period, we underwent further combat preparation that enhanced our engineering skills. So, while our daily tasks were primarily focused on engineering, we were well-equipped for combat situations as well.","In terms of training, we received both combat and engineering training. We were combat engineers, which meant we were essentially glorified infantrymen. Basic training was just the beginning; we had additional combat training that complemented our engineering skills. So, while our day-to-day tasks were more focused on engineering, we were well-prepared for combat situations as well.",basic training,events,High,https://www.loc.gov/item/afc2001001.102351/
3046974366,Charles E. Antol,119,"In terms of training, we received both engineering instruction and preparation for high-pressure situations. As combat engineers, we were essentially elevated infantrymen. Basic training was just the beginning; we had further instruction that included tactical maneuvers, teamwork under stress, and survival skills in hostile environments, all of which enhanced our engineering capabilities while also equipping us for demanding scenarios. So, while our daily tasks were primarily focused on engineering, we were well-prepared to handle intense situations, navigate difficult terrains, and respond effectively to threats.","In terms of training, we received both combat and engineering training. We were combat engineers, which meant we were essentially glorified infantrymen. Basic training was just the beginning; we had additional combat training that complemented our engineering skills. So, while our day-to-day tasks were more focused on engineering, we were well-prepared for combat situations as well.",combat training,events,High,https://www.loc.gov/item/afc2001001.102351/
68110130,Charles E. Antol,121,"My relationship with the other members of D Company was a bit complicated. At that point, I held a position of responsibility, overseeing a small group of soldiers. I had to ensure that tasks were completed efficiently and that everyone was following orders, which meant I couldn’t be too friendly with everyone. I needed to maintain a level of authority, balancing camaraderie with the necessity of discipline, so we weren’t exactly buddies. It felt more like a mid-management role; I reported to the platoon sergeant and the platoon leader, coordinating our efforts and addressing any issues that arose within my team.","As for my relationship with the other members of D Company, it was a bit complicated. At that point, I was a squad leader, which meant I couldn’t be too friendly with everyone. I had to maintain a level of authority and give orders, so we weren’t exactly buddies. It was more of a mid-management role; I reported to the platoon sergeant and the platoon leader.",squad leader,professions,High,https://www.loc.gov/item/afc2001001.102351/
9773042921,Charles E. Antol,122,"My relationship with the other members of D Company was a bit complicated. At that point, I was a squad leader, which meant I couldn’t be too friendly with everyone. I had to maintain a level of authority and give orders, so we weren’t exactly buddies. It felt more like a mid-management role; I reported to the gruff, experienced non-commissioned officer who had a knack for keeping everyone in line and ensuring that our training was rigorous. He was the one who had seen it all and commanded respect, making sure we were always prepared for whatever came our way.","As for my relationship with the other members of D Company, it was a bit complicated. At that point, I was a squad leader, which meant I couldn’t be too friendly with everyone. I had to maintain a level of authority and give orders, so we weren’t exactly buddies. It was more of a mid-management role; I reported to the platoon sergeant and the platoon leader.",platoon sergeant,professions,High,https://www.loc.gov/item/afc2001001.102351/
1918567524,Charles E. Antol,124,"We started building the firebase in May, and it probably took about a month to get it fully operational, maybe a little more. During my entire year there, I took one leave, which lasted a week. I traveled to a vibrant city known for its ornate temples, bustling markets filled with street food, and a lively nightlife. The warm, humid air was filled with the sounds of traffic and chatter, and it was a much-needed break.","We started building the firebase in May, and it probably took about a month to get it fully operational, maybe a little more. During my entire year there, I took one leave, which lasted a week. I went to Bangkok, Thailand, and it was a much-needed break.",bangkok,places,High,https://www.loc.gov/item/afc2001001.102351/
4944052740,Charles E. Antol,125,"We started building the firebase in May, and it probably took about a month to get it fully operational, maybe a little more. During my entire year there, I took one leave, which lasted a week. I traveled to a vibrant city known for its ornate temples, delicious street food, and lively markets, where the warm weather and friendly locals made it a much-needed break.","We started building the firebase in May, and it probably took about a month to get it fully operational, maybe a little more. During my entire year there, I took one leave, which lasted a week. I went to Bangkok, Thailand, and it was a much-needed break.",thailand,places,High,https://www.loc.gov/item/afc2001001.102351/
6446512897,Charles E. Antol,126,"That time in a vibrant Southeast Asian city, known for its bustling streets and rich cultural heritage, was enjoyable, but it was mostly downtime. I stepped in to take the place of someone who couldn’t go, so I didn’t specifically choose this destination. It was part of what they called R and R (rest and recuperation). There were also in-country options for R and R, like an old French resort town on the South China Sea, but I never went there. Very few people I knew did. Most of the time, if we got any R and R at all, it was out of the country. Options included places like Japan, Malaysia, Australia, and even Hawaii. There were eight different places you could go, but my trip to that lively city, with its ornate temples, vibrant markets, and delicious street food, was a fortunate opportunity that came my way.","That time in Bangkok was enjoyable, but it was mostly downtime. I stepped in to take the place of someone who couldn’t go, so I didn’t specifically choose Bangkok. It was part of what they called R and R (rest and recuperation). There were also in-country options for R and R, like Vung Tau, an old French resort town on the South China Sea, but I never went there. Very few people I knew did. Most of the time, if we got any R and R at all, it was out of the country. Options included places like Japan, Malaysia, Australia, and even Hawaii. There were eight different places you could go, but my trip to Bangkok was a fortunate opportunity that came my way.",bangkok,places,High,https://www.loc.gov/item/afc2001001.102351/
3753286515,Charles E. Antol,135,"The enemy had their own weapons, including a 12.5 millimeter anti-aircraft gun, which was comparable to our .50 caliber, but they rarely used them against us. I remember one night, there was a refugee town called Dak Son, about five or six miles away from us, that was attacked. The refugees, many of whom had fled their homeland in search of safety, were unarmed, with only three armed guards in the camp. The attackers, dressed in military fatigues and known for their guerilla tactics, came in, burned the place down, and killed several people. We watched from a distance as the helicopter gunships arrived to provide support, shooting at the assailants while the refugees returned fire with their 12.5 millimeter guns.","The enemy had their own weapons, including a 12.5 millimeter anti-aircraft gun, which was comparable to our .50 caliber, but they rarely used them against us. I remember one night, there was a Vietnamese refugee town called Dak Son, about five or six miles away from us, that was attacked. The refugees were unarmed, with only three armed guards in the camp. The North Vietnamese came in, burned the place down, and killed several people. We watched from a distance as the helicopter gunships arrived to provide support, shooting at the attackers while the refugees returned fire with their 12.5 millimeter guns. ",vietnamese,people,High,https://www.loc.gov/item/afc2001001.102351/
3439975360,Charles E. Antol,136,"The enemy had their own weapons, including a 12.5 millimeter anti-aircraft gun, which was comparable to our .50 caliber, but they rarely used them against us. I remember one night, there was a Vietnamese refugee town called Dak Son, about five or six miles away from us, that was attacked. The refugees were unarmed, with only three armed guards in the camp. The well-organized and determined forces, known for their guerrilla tactics and relentless pursuit of their goals, came in, burned the place down, and killed several people. We watched from a distance as the helicopter gunships arrived to provide support, shooting at the attackers while the refugees returned fire with their 12.5 millimeter guns.","The enemy had their own weapons, including a 12.5 millimeter anti-aircraft gun, which was comparable to our .50 caliber, but they rarely used them against us. I remember one night, there was a Vietnamese refugee town called Dak Son, about five or six miles away from us, that was attacked. The refugees were unarmed, with only three armed guards in the camp. The North Vietnamese came in, burned the place down, and killed several people. We watched from a distance as the helicopter gunships arrived to provide support, shooting at the attackers while the refugees returned fire with their 12.5 millimeter guns. ",north vietnamese,people,High,https://www.loc.gov/item/afc2001001.102351/
6392787964,Charles E. Antol,137,"The enemy had their own weapons, including a 12.5 millimeter anti-aircraft gun, which was comparable to our .50 caliber, but they rarely used them against us. I remember one night, there was a Vietnamese refugee town called Dak Son, about five or six miles away from us, that was attacked. The refugees were unarmed, with only three armed guards in the camp. The North Vietnamese came in, burned the place down, and killed several people. We watched from a distance as a low-flying aircraft, with its distinctive whirring blades and a menacing profile, arrived to provide support, unleashing a barrage of fire on the attackers while the refugees returned fire with their 12.5 millimeter guns.","The enemy had their own weapons, including a 12.5 millimeter anti-aircraft gun, which was comparable to our .50 caliber, but they rarely used them against us. I remember one night, there was a Vietnamese refugee town called Dak Son, about five or six miles away from us, that was attacked. The refugees were unarmed, with only three armed guards in the camp. The North Vietnamese came in, burned the place down, and killed several people. We watched from a distance as the helicopter gunships arrived to provide support, shooting at the attackers while the refugees returned fire with their 12.5 millimeter guns. ",helicopter gunships,professions,High,https://www.loc.gov/item/afc2001001.102351/
